Date	SWE_Inches	SWE_Code	Snow_Depth_Inches	Snow_Depth_Code
2008-03-09	29.5		81	
2008-03-10	29.3		80	
2008-03-11	29.2		78	
2008-03-12	29.2		77	
2008-03-13	29.2		76	
2008-03-14	29	r	75	
2008-03-15	29		74	
2008-03-16	29.2		220	
2008-03-17	29.5		75	
2008-03-18	29.4		73	
2008-03-19	29.2		72	
2008-03-20	29.2		70	
2008-03-21	29		70	
2008-03-22	28.9		69	
2008-03-23	28.8		68	
2008-03-24	28.5		67	
2008-03-25	27.9		66	
2008-03-26	27.8	r	65	
2008-03-27	27.7		65	
2008-03-28	27		64	
2008-03-29	26.8		64	
2008-03-30	26.8		64	
2008-03-31	27.3		64	
2008-04-01	27.4		64	
2008-04-02	27.2		62	
2008-04-03	26.9		62	
2008-04-04	27.2		61	
2008-04-05	26.5		60	
2008-04-06	26.2	r	59	
2008-04-07	25.9		219	
2008-04-08	25		58	
2008-04-09	24.9		57	
2008-04-10	24.7		57	
2008-04-11	24.1		55	
2008-04-12	23.1		53	
2008-04-13	22.3		51	
2008-04-14	21.5		50	
2008-04-15	20.8		47	
2008-04-16	21		47	
2008-04-17	20.7		44	
2008-04-18	19.9		43	
2008-04-19	19.3		41	
2008-04-20	19.1		40	
2008-04-21	19.1		40	
2008-04-22	18.5		38	
2008-04-23	18.1		38	
2008-04-24	18.1		37	
2008-04-25	17.6		35	
2008-04-26	16.9		34	
2008-04-27	15.9		32	
2008-04-28	14.6		29	
2008-04-29	13.4		28	
2008-04-30	12.2		27	
2008-05-01	11.5		24	
2008-05-02	10.8		22	
2008-05-03	9.9		21	
2008-05-04	8.9		19	
2008-05-05	9.1		19	
2008-05-06	8.3		18	
2008-05-07	7.2		16	
2008-05-08	6		13	
2008-05-09	4.7		10	
2008-05-10	3.3		8	
2008-05-11	1.9		6	
2008-05-12	0.8		3	
2008-05-13	0.3		1	
2008-05-14	0.1		1	
2008-05-15	0		1	
2008-05-16	0		1	
2008-05-17	0		1	
2008-05-18	0		1	
2008-05-19	0		1	
2008-05-20	0	r	1	
2008-05-21	0	r	1	
2008-05-22	0	r	1	
2008-05-23	0	r	0	
2008-05-24	0.1		1	
2008-05-25	0.3		2	
2008-05-26	0.7		2	
2008-05-27	0.5		0	
2008-05-28	0.3		0	
2008-05-29	0.2		1	
2008-05-30	0		1	
2008-05-31	0	r	1	
2008-06-01	0	r	1	
2008-06-02	0	r	1	
2008-06-03	0	r	1	
2008-06-04	0	r	1	
2008-06-05	0	r	1	
2008-06-06	0	r	1	
2008-06-07	0	r	1	
2008-06-08	0	r	1	
2008-06-09	0	r	1	
2008-06-10	0	r	2	
2008-06-11	0	r	2	
2008-06-12	0	r	1	
2008-06-13	0	r	1	
2008-06-14	0	r	1	
2008-06-15	0	r	1	
2008-06-16	0	r	2	
2008-06-17	0	r	1	
2008-06-18	0	r	2	
2008-06-19	0	r	1	
2008-06-20	0	r	1	
2008-06-21	0	r	1	
2008-06-22	0	r	2	
2008-06-23	0	r	1	
2008-06-24	0	r	1	
2008-06-25	0	r	1	
2008-06-26	0	r	0	
2008-06-27	0	r	1	
2008-06-28	0	r	1	
2008-06-29	0	r	1	
2008-06-30	0	r	1	
2008-07-01	0	r	1	
2008-07-02	0	r	1	
2008-07-03	0	r	1	
2008-07-04	0	r	1	
2008-07-05	0	r	1	
2008-07-06	0	r	1	
2008-07-07	0	r	1	
2008-07-08	0	r	1	
2008-07-09	0	r	1	
2008-07-10	0	r	1	
2008-07-11	0	r	1	
2008-07-12	0	r	1	
2008-07-13	0	r	0	
2008-07-14	0	r	0	
2008-07-15	0	r	1	
2008-07-16	0	r	1	
2008-07-17	0	r	1	
2008-07-18	0	r	1	
2008-07-19	0	r	1	
2008-07-20	0	r	1	
2008-07-21	0	r	1	
2008-07-22	0	r	1	
2008-07-23	0	r	1	
2008-07-24	0	r	0	
2008-07-25	0	r	2	
2008-07-26	0	r	3	
2008-07-27	0	r	1	
2008-07-28	0	r	3	
2008-07-29	0	r	0	
2008-07-30	0	r	2	
2008-07-31	0	r	1	
2008-08-01	0	r	3	
2008-08-02	0	r	2	
2008-08-03	0	r	2	
2008-08-04	0	r	1	
2008-08-05	0	r	1	
2008-08-06	0	r	1	
2008-08-07	0	r	0	
2008-08-08	0	r	1	
2008-08-09	0	r	1	
2008-08-10	0	r	1	
2008-08-11	0	r	1	
2008-08-12	0	r	0	
2008-08-13	0	r	1	
2008-08-14	0	r	1	
2008-08-15	0	r	1	
2008-08-16	0	r	0	
2008-08-17	0	r	0	
2008-08-18	0	r	1	
2008-08-19	0	r	0	
2008-08-20	0	r	0	
2008-08-21	0	r	0	
2008-08-22	0	r	0	
2008-08-23	0	r	0	
2008-08-24	0	r	0	
2008-08-25	0	r	1	
2008-08-26	0	r	0	
2008-08-27	0	r	0	
2008-08-28	0	r	0	
2008-08-29	0	r	1	
2008-08-30	0	r	1	
2008-08-31	0	r	1	
2008-09-01	0	r	1	
2008-09-02	0	r	1	
2008-09-03	0	r	1	
2008-09-04	0	r	0	
2008-09-05	0	r		
2008-09-06	0	r		
2008-09-07	0	r		
2008-09-08	0	r		
2008-09-09	0	r		
2008-09-10	0	r		
2008-09-11	0	r		
2008-09-12	0	r		
2008-09-13	0	r		
2008-09-14	0	r		
2008-09-15	0	r		
2008-09-16	0	r		
2008-09-17	0	r		
2008-09-18	0	r		
2008-09-19	0	r		
2008-09-20	0	r		
2008-09-21	0	r		
2008-09-22	0	r		
2008-09-23	0	r		
2008-09-24	0	r		
2008-09-25	0	r		
2008-09-26	0	r		
2008-09-27	0	r		
2008-09-28	0	r		
2008-09-29	0	r		
2008-09-30	0	r		
2008-10-01	0	r		
2008-10-02	0	r		
2008-10-03	0	r		
2008-10-04	0	r		
2008-10-05	0	r		
2008-10-06	0	r		
2008-10-07	0	r		
2008-10-08	0	r		
2008-10-09	0	r		
2008-10-10	0	r		
2008-10-11	0	r		
2008-10-12	0	r		
2008-10-13	0	r		
2008-10-14	0	r		
2008-10-15	0	r		
2008-10-16	0	r		
2008-10-17	0	r		
2008-10-18	0	r		
2008-10-19	0	r		
2008-10-20	0	r		
2008-10-21	0	r		
2008-10-22	0	r		
2008-10-23	0	r		
2008-10-24	0	r		
2008-10-25	0	r		
2008-10-26	0	r		
2008-10-27	0	r		
2008-10-28				
2008-10-29				
2008-10-30				
2008-10-31				
2008-11-01				
2008-11-02				
2008-11-03				
2008-11-04				
2008-11-05				
2008-11-06				
2008-11-07				
2008-11-08				
2008-11-09				
2008-11-10				
2008-11-11				
2008-11-12				
2008-11-13				
2008-11-14				
2008-11-15				
2008-11-16				
2008-11-17				
2008-11-18				
2008-11-19				
2008-11-20				
2008-11-21				
2008-11-22				
2008-11-23				
2008-11-24				
2008-11-25				
2008-11-26				
2008-11-27				
2008-11-28				
2008-11-29				
2008-11-30				
2008-12-01				
2008-12-02				
2008-12-03				
2008-12-04				
2008-12-05		r		
2008-12-06		r		
2008-12-07		r		
2008-12-08		r		
2008-12-09		r		
2008-12-10		r		
2008-12-11		r		
2008-12-12		r		
2008-12-13		r		
2008-12-14		r		
2008-12-15		r	21	
2008-12-16	2.1		20	
2008-12-17	2.1		16	
2008-12-18	2.1		14	
2008-12-19	2.1		14	
2008-12-20	2.3		13	
2008-12-21	2.3		17	
2008-12-22	3.4		24	
2008-12-23	3.9		26	
2008-12-24	4		28	
2008-12-25	5.2		45	
2008-12-26	7.3		48	
2008-12-27	7.2		42	
2008-12-28	7.2		38	
2008-12-29	7.1		37	
2008-12-30	7.2		34	
2008-12-31	7.1		33	
2009-01-01	7.1		33	
2009-01-02	7		34	
2009-01-03	7.6		33	
2009-01-04	7.6		32	
2009-01-05	7.6		33	
2009-01-06	7.8		33	
2009-01-07	7.8		32	
2009-01-08	7.8		31	
2009-01-09	7.8		31	
2009-01-10	7.8		31	
2009-01-11	7.8		30	
2009-01-12	7.8		30	
2009-01-13	7.7		29	
2009-01-14	7.7		30	
2009-01-15	7.8		28	
2009-01-16	7.8		28	
2009-01-17	7.8		27	
2009-01-18	7.8		27	
2009-01-19	7.8		27	
2009-01-20	7.8		26	
2009-01-21	7.6		26	
2009-01-22	8		27	
2009-01-23	8.4		31	
2009-01-24	9.7		41	
2009-01-25	10.7		44	
2009-01-26	10.9		42	
2009-01-27	10.9		42	
2009-01-28	10.9		39	
2009-01-29	10.9		38	
2009-01-30	10.9		37	
2009-01-31	11		36	
2009-02-01	11		35	
2009-02-02	11		35	
2009-02-03	10.9		34	
2009-02-04	10.9		34	
2009-02-05	10.9		35	
2009-02-06	11.4		44	
2009-02-07	12.1		44	
2009-02-08	12.1		45	
2009-02-09	13.4		59	
2009-02-10	13.5		54	
2009-02-11	13.9		55	
2009-02-12	14.2		58	
2009-02-13	14.2		60	
2009-02-14	14.8		61	
2009-02-15	14.8		61	
2009-02-16	15		74	
2009-02-17	16.9		87	
2009-02-18	17.8		85	
2009-02-19	18.2		78	
2009-02-20	18.8		74	
2009-02-21	19		70	
2009-02-22	18.9		77	
2009-02-23	20.2		78	
2009-02-24	20.9		76	
2009-02-25	20.9		74	
2009-02-26	21		72	
2009-02-27	21		71	
2009-02-28	20.9		69	
2009-03-01	20.7		71	
2009-03-02	22.1		72	
2009-03-03	23		84	
2009-03-04	25.6		92	
2009-03-05	26.2		90	
2009-03-06	26.3		87	
2009-03-07	26.2		86	
2009-03-08	26.2		83	
2009-03-09	26.1		82	
2009-03-10	26		80	
2009-03-11	25.9		80	
2009-03-12	25.9		78	
2009-03-13	25.8		77	
2009-03-14	25.6		75	
2009-03-15	25.5		74	
2009-03-16	25.3		72	
2009-03-17	25.2		71	
2009-03-18	25		69	
2009-03-19	24.8		67	
2009-03-20	24.5		65	
2009-03-21	24.1		70	
2009-03-22	26.5		90	
2009-03-23	27.7		88	
2009-03-24	27.7		83	
2009-03-25	27.7		78	
2009-03-26	27.5		75	
2009-03-27	27.2		72	
2009-03-28	26.9		70	
2009-03-29	26.5		67	
2009-03-30	26.2		66	
2009-03-31	25.9		64	
2009-04-01	25.7		63	
2009-04-02	25.2		62	
2009-04-03	24.7		61	
2009-04-04	24.9		61	
2009-04-05	24.7		60	
2009-04-06	24.6		58	
2009-04-07	24.1		64	
2009-04-08	24.3		71	
2009-04-09	24.6		68	
2009-04-10	25.1		71	
2009-04-11	25.3		70	
2009-04-12	25.2		66	
2009-04-13	24.8		61	
2009-04-14	24.6		60	
2009-04-15	24.9		61	
2009-04-16	25.1		60	
2009-04-17	25.1		58	
2009-04-18	24.5		56	
2009-04-19	22.9		53	
2009-04-20	21.4		51	
2009-04-21	20		49	
2009-04-22	19		46	
2009-04-23	17.9		44	
2009-04-24	16.9		46	
2009-04-25	17.5		46	
2009-04-26	17.6		41	
2009-04-27	17.2		39	
2009-04-28	16.4		37	
2009-04-29	16		36	
2009-04-30	14.8		33	
2009-05-01	13.4		32	
2009-05-02	14		38	
2009-05-03	13.9		35	
2009-05-04	13.7		34	
2009-05-05	13.2		32	
2009-05-06	12.5		29	
2009-05-07	11.4		27	
2009-05-08	10		24	
2009-05-09	8.6		21	
2009-05-10	7.3		17	
2009-05-11	5.4		14	
2009-05-12	4		10	
2009-05-13	2.8		8	
2009-05-14	1.5		5	
2009-05-15	0.3		1	
2009-05-16	0	r	0	
2009-05-17	0	r	1	
2009-05-18	0	r	1	
2009-05-19	0	r	0	
2009-05-20	0	r	0	
2009-05-21	0	r	1	
2009-05-22	0	r	0	
2009-05-23	0	r	1	
2009-05-24	0	r	1	
2009-05-25	0	r	1	
2009-05-26	0	r	0	
2009-05-27	0	r	0	
2009-05-28	0	r	1	
2009-05-29	0	r	0	
2009-05-30	0	r	0	
2009-05-31	0	r	1	
2009-06-01	0	r	0	
2009-06-02	0	r	1	
2009-06-03	0	r	0	
2009-06-04	0	r	0	
2009-06-05	0	r	1	
2009-06-06	0	r	1	
2009-06-07	0	r	1	
2009-06-08	0	r	0	
2009-06-09	0	r	0	
2009-06-10	0	r	1	
2009-06-11	0	r	1	
2009-06-12	0	r	0	
2009-06-13	0	r	1	
2009-06-14	0	r	0	
2009-06-15	0	r	1	
2009-06-16	0	r	0	
2009-06-17	0	r	1	
2009-06-18	0	r	0	
2009-06-19	0	r	1	
2009-06-20	0	r	1	
2009-06-21	0	r	1	
2009-06-22	0	r	1	
2009-06-23	0	r	0	
2009-06-24	0	r	1	
2009-06-25	0	r	0	
2009-06-26	0	r	0	
2009-06-27	0	r	1	
2009-06-28	0	r	1	
2009-06-29	0	r	1	
2009-06-30	0	r	1	
2009-07-01	0	r	1	
2009-07-02	0	r	0	
2009-07-03	0	r	1	
2009-07-04	0	r	1	
2009-07-05	0	r	1	
2009-07-06	0	r	1	
2009-07-07	0	r	2	
2009-07-08	0	r	2	
2009-07-09	0	r	2	
2009-07-10	0	r	2	
2009-07-11	0	r	2	
2009-07-12	0	r	1	
2009-07-13	0	r	1	
2009-07-14	0	r	1	
2009-07-15	0	r	2	
2009-07-16			1	
2009-07-17	0	r	0	
2009-07-18	0	r	0	
2009-07-19	0	r	0	
2009-07-20	0	r	0	
2009-07-21	0	r	0	
2009-07-22	0	r	1	
2009-07-23	0	r	0	
2009-07-24	0	r	0	
2009-07-25	0	r	1	
2009-07-26	0	r	1	
2009-07-27	0	r	0	
2009-07-28	0	r		
2009-07-29	0	r	0	
2009-07-30	0	r	0	
2009-07-31	0	r		
2009-08-01	0	r	0	
2009-08-02	0	r	1	
2009-08-03	0	r	1	
2009-08-04	0	r	2	
2009-08-05	0	r	1	
2009-08-06	0	r	2	
2009-08-07	0	r	1	
2009-08-08	0	r	1	
2009-08-09	0	r	1	
2009-08-10	0	r	2	
2009-08-11	0	r	1	
2009-08-12	0	r	1	
2009-08-13	0	r	1	
2009-08-14	0	r	1	
2009-08-15	0	r	2	
2009-08-16	0	r	1	
2009-08-17	0	r	1	
2009-08-18	0	r	1	
2009-08-19	0	r	1	
2009-08-20	0	r	1	
2009-08-21	0	r	1	
2009-08-22	0	r	1	
2009-08-23	0	r	1	
2009-08-24	0	r	1	
2009-08-25	0	r	1	
2009-08-26	0	r	1	
2009-08-27	0	r	2	
2009-08-28	0	r	1	
2009-08-29	0	r	1	
2009-08-30	0	r	1	
2009-08-31	0	r	1	
2009-09-01	0	r	1	
2009-09-02	0	r	0	
2009-09-03	0	r	1	
2009-09-04	0	r	1	
2009-09-05	0	r	1	
2009-09-06	0	r	2	
2009-09-07	0	r	2	
2009-09-08	0	r	1	
2009-09-09	0	r	0	
2009-09-10	0	r	0	
2009-09-11	0	r	0	
2009-09-12	0	r	1	
2009-09-13	0	r	1	
2009-09-14	0	r	1	
2009-09-15	0	r	0	
2009-09-16	0	r	0	
2009-09-17	0	r		
2009-09-18	0	r	0	
2009-09-19	0	r	1	
2009-09-20	0	r	0	
2009-09-21	0	r	0	
2009-09-22	0	r	2	
2009-09-23	0	r	1	
2009-09-24	0	r	1	
2009-09-25	0	r	1	
2009-09-26	0	r	2	
2009-09-27	0	r	1	
2009-09-28	0	r	1	
2009-09-29	0	r	1	
2009-09-30	0	r	2	
2009-10-01	0	r	1	
2009-10-02	0	r	1	
2009-10-03	0	r	1	
2009-10-04	0	r	1	
2009-10-05	0	r	2	
2009-10-06	0	r	2	
2009-10-07	0	r	1	
2009-10-08	0	r	1	
2009-10-09	0	r	1	
2009-10-10	0	r	1	
2009-10-11	0	r	1	
2009-10-12	0	r	1	
2009-10-13	-0.3		10	
2009-10-14	2.3		8	
2009-10-15	1.5		5	
2009-10-16	0.7		2	
2009-10-17	0.1		1	
2009-10-18	-0.1		1	
2009-10-19	-0.1		2	
2009-10-20	0.1		2	
2009-10-21	0		1	
2009-10-22	-0.1		1	
2009-10-23	-0.1		1	
2009-10-24	-0.1		1	
2009-10-25	-0.2		1	
2009-10-26	-0.2		1	
2009-10-27	-0.2		1	
2009-10-28	0		1	
2009-10-29	0		1	
2009-10-30	-0.1		1	
2009-10-31	-0.1		1	
2009-11-01	0.3			
2009-11-02	0.3		0	
2009-11-03	0.3			
2009-11-04	0.3		0	
2009-11-05	0.3			
2009-11-06	0.4		0	
2009-11-07	0.5		0	
2009-11-08	0.5			
2009-11-09	0.5		0	
2009-11-10	0.5		1	
2009-11-11	0.4		1	
2009-11-12	0.4		0	
2009-11-13	0.9		3	
2009-11-14	0.9		4	
2009-11-15	1.1		4	
2009-11-16	1.2		2	
2009-11-17	1.3		2	
2009-11-18	1.1	r	2	
2009-11-19	0.8	r	1	
2009-11-20	0.7	r	2	
2009-11-21	1.1	r	3	
2009-11-22	0.8	r	3	
2009-11-23	0.9	r	2	
2009-11-24	1	r	2	
2009-11-25	0.8	r	2	
2009-11-26	0.7	r	1	
2009-11-27	0.6	r	1	
2009-11-28	0.9	r	3	
2009-11-29	0.8	r	3	
2009-11-30	0.5	r	2	
2009-12-01	0.5	r	1	
2009-12-02	0.6	r	2	
2009-12-03	0.6	r	2	
2009-12-04	0.7	r		
2009-12-05	0.7	r	1	
2009-12-06	0.8	r	2	
2009-12-07	0.9	r	2	
2009-12-08	1.9	r	15	
2009-12-09	1.9	r	12	
2009-12-10	1.9	r	9	
2009-12-11	2.2	r	10	
2009-12-12	3.2	r	18	
2009-12-13	5.9	r	34	
2009-12-14	6.2	r	34	
2009-12-15	6.2	r	31	
2009-12-16	6.2	r	29	
2009-12-17	6.2	r	29	
2009-12-18	6.2	r	27	
2009-12-19	6.1	r	26	
2009-12-20	6.2	r	26	
2009-12-21	6.2	r	26	
2009-12-22	7.2	r	32	
2009-12-23	7.3	r	32	
2009-12-24	7.3	r	30	
2009-12-25	7.3	r	29	
2009-12-26	7.3	r	29	
2009-12-27	7.3	r	28	
2009-12-28	7.6	r	31	
2009-12-29	7.7	r	32	
2009-12-30	8.1	r	35	
2009-12-31	8.2	r	35	
2010-01-01	8.2	r	33	
2010-01-02	8.2	r	33	
2010-01-03	8.2	r	32	
2010-01-04	8.2	r	32	
2010-01-05	8.2	r	31	
2010-01-06	8.2	r	31	
2010-01-07	8.2	r	30	
2010-01-08	8.1	r	30	
2010-01-09	8.2	r	28	
2010-01-10	8.2	r	26	
2010-01-11	8.3	r	28	
2010-01-12	8.2	r	28	
2010-01-13	9.3	r	35	
2010-01-14	9.8	r	37	
2010-01-15	9.8	r	32	
2010-01-16	9.7	r	36	
2010-01-17	9.7	r	36	
2010-01-18	10	r	36	
2010-01-19	12.4	r	57	
2010-01-20	13.4	r	64	
2010-01-21	15.5	r	77	
2010-01-22	17.2	r	95	
2010-01-23	17.5	r	88	
2010-01-24	17.5	r	85	
2010-01-25	17.6	r	82	
2010-01-26	18	r	81	
2010-01-27	18	r	78	
2010-01-28	18	r	76	
2010-01-29	18	r	75	
2010-01-30	18.1	r	75	
2010-01-31	18.1	r	72	
2010-02-01	18.1	r	72	
2010-02-02	18	r	71	
2010-02-03	18.1	r	69	
2010-02-04	18.1	r	69	
2010-02-05	18.7	r	71	
2010-02-06	19.4	r	77	
2010-02-07	20.1	r	81	
2010-02-08	20.1	r	78	
2010-02-09	20.1	r	76	
2010-02-10	20.1	r	75	
2010-02-11	20.1	r	74	
2010-02-12	20.1	r	72	
2010-02-13	20	r	71	
2010-02-14	20	r	70	
2010-02-15	20	r	69	
2010-02-16	20	r	67	
2010-02-17	19.9	r	66	
2010-02-18	19.9	r	64	
2010-02-19	19.9	r	64	
2010-02-20	19.9	r	65	
2010-02-21	20.2	r	66	
2010-02-22	20.8	r	73	
2010-02-23	20.7	r	69	
2010-02-24	22.1	r	79	
2010-02-25	22.9	r	82	
2010-02-26	22.8	r	81	
2010-02-27	24.9	r	96	
2010-02-28	25.4	r	96	
2010-03-01	25.3	r	92	
2010-03-02	25.3	r	90	
2010-03-03	25.6	r	91	
2010-03-04	26.9	r	101	
2010-03-05	26.9	r	97	
2010-03-06	27	r	95	
2010-03-07	27.1	r	92	
2010-03-08	27.2	r	91	
2010-03-09	27.9	r	97	
2010-03-10	28.2	r	97	
2010-03-11	28.2	r	94	
2010-03-12	28.3	r	90	
2010-03-13	29.9	r	103	
2010-03-14	29.9	r	99	
2010-03-15	29.9	r	95	
2010-03-16	29.9	r	92	
2010-03-17	29.8	r	88	
2010-03-18	29.7	r	86	
2010-03-19	29.6	r	84	
2010-03-20	29.5	r	81	
2010-03-21	29.3	r	80	
2010-03-22	29.3	r	80	
2010-03-23	29.2	r	78	
2010-03-24	28.8	r	77	
2010-03-25	28.6	r	76	
2010-03-26	28.7	r	79	
2010-03-27	28.7	r	75	
2010-03-28	28.5	r	73	
2010-03-29	28.4	r	72	
2010-03-30	28	r	71	
2010-03-31	29.4	r	80	
2010-04-01	29.8	r	83	
2010-04-02	29.9	r	81	
2010-04-03	30.3	r	83	
2010-04-04	30.4	r	82	
2010-04-05	32.5	r	98	
2010-04-06	33.1	r	101	
2010-04-07	33.1	r	95	
2010-04-08	32.9	r	88	
2010-04-09	32.6	r	84	
2010-04-10	32.4	r	82	
2010-04-11	32.2	r	80	
2010-04-12	33.7	r	96	
2010-04-13	34.1	r	96	
2010-04-14	34.1	r	91	
2010-04-15	33.9	r	88	
2010-04-16	33.6	r	84	
2010-04-17	33.4	r	81	
2010-04-18	33.1	r	79	
2010-04-19	32.4	r	77	
2010-04-20	31.7	r	75	
2010-04-21	32.7	r	82	
2010-04-22	33	r	86	
2010-04-23	33	r	81	
2010-04-24	32.7	r	77	
2010-04-25	32.3	r	75	
2010-04-26	31.5	r	73	
2010-04-27	30.3	r	70	
2010-04-28	30.9	r	74	
2010-04-29	31.8	r	80	
2010-04-30	32	r	77	
2010-05-01	32	r	74	
2010-05-02	31.9	r	72	
2010-05-03	31	r	70	
2010-05-04	29.8	r	68	
2010-05-05	28.8	r	65	
2010-05-06	28.1	r	65	
2010-05-07	27.3	r	62	
2010-05-08	26.1	r	60	
2010-05-09	25.2	r	58	
2010-05-10	25.4	r	59	
2010-05-11	26.5	r	67	
2010-05-12	26.7	r	62	
2010-05-13	26.6	r	59	
2010-05-14	26.1	r	58	
2010-05-15	25.2	r	55	
2010-05-16	23.3	r	54	
2010-05-17	22.1	r	52	
2010-05-18	22.4	r	52	
2010-05-19	22.1	r	50	
2010-05-20	21.6	r	49	
2010-05-21	20.2	r	47	
2010-05-22	19.8	r	45	
2010-05-23	20	r	48	
2010-05-24	20	r	43	
2010-05-25	20.4	r	45	
2010-05-26	19.8	r	46	
2010-05-27	19.1	r	43	
2010-05-28	19.8	r	52	
2010-05-29	19.8	r	46	
2010-05-30	18.7	r	43	
2010-05-31	16.8	r	40	
2010-06-01	15.5	r	38	
2010-06-02	15.1	r	36	
2010-06-03	13.6	r	32	
2010-06-04	12.5	r	32	
2010-06-05	11.4	r	28	
2010-06-06	9.7	r	25	
2010-06-07	8.5	e		
2010-06-08	7.5	e		
2010-06-09	5.6	e		
2010-06-10	3.7	e		
2010-06-11	2.1	r	9	
2010-06-12	1.2	e	6	
2010-06-13	0.4	r	3	
2010-06-14	0	r	0	
2010-06-15	0	r		
2010-06-16	0	r	1	
2010-06-17	0	r	1	
2010-06-18	0	r	0	
2010-06-19	0	r	1	
2010-06-20	0	r	1	
2010-06-21	0	r	1	
2010-06-22	0	r	0	
2010-06-23	0	r	0	
2010-06-24	0	r		
2010-06-25	0	r		
2010-06-26	0	r		
2010-06-27	0	r	0	
2010-06-28	0	r		
2010-06-29	0	r	0	
2010-06-30	0	r	0	
2010-07-01	0	r	0	
2010-07-02	0	r		
2010-07-03	0	r		
2010-07-04	0	r		
2010-07-05	0	r		
2010-07-06	0	r	0	
2010-07-07	0	r	0	
2010-07-08	0	r	0	
2010-07-09	0	r	0	
2010-07-10	0	r	1	
2010-07-11	0	r	0	
2010-07-12	0	r	1	
2010-07-13	0	r	1	
2010-07-14	0	r	1	
2010-07-15	0	r	1	
2010-07-16	0	r	1	
2010-07-17	0	r	1	
2010-07-18	0	r	1	
2010-07-19	0	r	2	
2010-07-20	0	r	2	
2010-07-21	0	r	2	
2010-07-22	0	r	1	
2010-07-23	0	r	1	
2010-07-24	0	r	0	
2010-07-25	0	r	0	
2010-07-26	0	r	1	
2010-07-27	0	r	2	
2010-07-28	0	r	2	
